v_a2vaM_aRHv4,56,Making a cake
v_XnctHnlJB4g,57,Clean and jerk
v_5DhbyYavYp4,58,Trimming branches or hedges
v_YUFPWt0VQ1Y,59,Drum corps
v_yVsOoFr61x4,61,Plataform diving
v_WMdeqUyHWSo,62,Kite flying
v_5iQsKA84vWo,64,Doing kickboxing
v_G9ZEi6eRhi0,4,Dodgeball
v_lpeyMIH1YqA,65,Cleaning shoes
v_zp86ztwZEKk,66,Playing field hockey
v_br8Ao_UBEZA,67,Playing squash
v_buhaBimF4M0,68,Rollerblading
v_LcmTBkWvV74,3,Getting a piercing
v_KaGGtAhiH64,70,Playing rubik cube
v_0bosp4-pyTM,11,Sharpening knives
v_IgEc5mY9L44,34,Welding
v_amCD-2TIKw0,71,Zumba
v_0MtST08F2Xc,72,Raking leaves
v_WUOiJOqrHlI,73,Ping-pong
v_V90aT-d_FKo,74,Bathing dog
v_I4wkBjpwAAU,75,Tug of war
v_M9uQCTr2-r0,73,Ping-pong
v_Jifw8dC5yTM,76,Breakdancing
v_5o9iv0wC59g,17,Playing congas
v_4S5ethZhgqs,77,Drinking coffee
v_Ci9WKE6wkOQ,9,Kneeling
v_IlD4gfHmWIg,78,Using the balance beam
v_Z4OyG8ZzUpg,79,Playing lacrosse
v_F_EHrfbYsRE,80,Running a marathon
v_1FMjfLRpXwM,39,Braiding hair
v_yxSBQXuOwuc,16,Scuba diving
v_C0F-xroK_Eg,81,Preparing pasta
v_adz3kDJLCF4,82,Brushing teeth
v_ZEgmWaMa9PU,84,Bungee jumping
v_1BfYAuxv6Wk,85,Mixing drinks
v_kcB7HQPxzDM,86,Discus throw
v_Iuk7PNmG3tQ,87,Playing ice hockey
v_3C4Nry679BA,52,Preparing salad
v_JnYteBN2LDI,85,Mixing drinks
v_VCldTcZi0aE,59,Drum corps
v_K8G5CBJtluY,88,Doing crunches
v_srXhWAGzd-s,90,Hand car wash
v_b5GrYqt5tRQ,41,Capoeira
v_jCVi9xt3GUY,13,Washing dishes
v_CHkT4As5jZI,85,Mixing drinks
v_jgNeMnPVfkQ,87,Playing ice hockey
v_8qAdvUvNuts,94,Rock climbing
v_MbCAiWBhAjo,18,Making a lemonade
v_r2oMItb5EVM,95,Making an omelette
v_zDBpa2miW8A,96,Cutting the grass
v_gF14lRI0HUM,64,Doing kickboxing
v_7tdlcmbuLOA,97,Wakeboarding
v_E7NTSqMgx44,59,Drum corps
v_0J55EGFLglQ,98,Futsal
v_NiaE7amNW7s,78,Using the balance beam
v_KvscV2XxyTE,78,Using the balance beam
v_zlXvqnBqVvI,99,Shuffleboard
v_R0sADQPdso8,100,Hula hoop
v_3l7quTy4c2s,101,Cheerleading
v_hjsu3SGAdLs,102,Playing piano
v_dAa10hlgxCY,103,Baton twirling
v_UxlDSfC7S-0,104,Mooping floor
v_pOyP_kDaskY,7,Playing harmonica
v_mvQxhjjVWOk,105,Triple jump
v_WBkqGBFsdgI,99,Shuffleboard
v_fN2DiOswmOA,52,Preparing salad
v_oOu5vC3EB5E,67,Playing squash
v_jmmOBfS3JIg,107,Polishing shoes
v_UA_RDwuO47s,85,Mixing drinks
v_fxlTN3mCWDA,17,Playing congas
v_FOF8YgUhRNA,85,Mixing drinks
v_TxxUmibEy9Q,19,Arm wrestling
v_0UcBldDI0RA,34,Welding
v_SID0y9y6Uk4,109,Doing fencing
v_J65l9OEP3pI,22,Removing ice from car
v_dWBnXy2nauU,111,Hammer throw
v_sFKOnFMJF2Q,106,Longboarding
v_uPqh5uA1mhA,112,Shot put
v_h5fX5z-unJc,113,Playing pool
v_8l7SuE4_lCk,82,Brushing teeth
v_BbQ39yhaC54,23,Playing racquetball
v_5TV-V6Cxero,30,Starting a campfire
v_Yojuicji624,42,Slacklining
v_lGwUq5vZGEk,39,Braiding hair
v_Yp-NJgTAOCc,76,Breakdancing
v_R4ouBBtg-B4,42,Slacklining
v_G16xScfD5WM,41,Capoeira
v_U6M5hbiHn5Q,10,Tumbling
v_SpwOzrXw9JU,11,Sharpening knives
v_WltsIClflnA,2,Swinging at the playground
v_yxZ4ouqcld4,80,Running a marathon
v_VcbMGRcN9Cc,117,Table soccer
v_hMUoeOFmquI,80,Running a marathon
v_bLqd98mmu3w,24,Swimming
v_uO9qoK8zGQc,121,Tai chi
v_UCOn2HkJJt8,122,Archery
v_-b2lkhdJXf4,98,Futsal
v_Ptw9hFDV4ow,64,Doing kickboxing
v_7XGimCWcafc,44,Changing car wheel
v_xYuqZ_RrCC0,123,Shaving
v_EY4YIa-kNgs,13,Washing dishes
v_C5KcdwGSvbw,38,Baking cookies
v_CtA4VynDEkI,124,Using the monkey bar
v_YcDlkZkPb6g,125,Layup drill in basketball
v_e0Qj2F3V6fM,95,Making an omelette
v_s9Q8SZbixV4,35,Cumbia
v_EcQ7DcVefdw,107,Polishing shoes
v_zwx1Kig4nXg,35,Cumbia
v_1G3rv9ssDY4,20,BMX
v_RztM-NVwV5o,25,Paintball
v_KRfdZgxLZPY,127,Skateboarding
v_MYRsm8m9mk4,75,Tug of war
v_LAkaYds-8X0,50,Playing ten pins
v_GTxmHim5JnY,2,Swinging at the playground
v_E-6XZrDYRuM,47,Horseback riding
v_-XCESzrIWXA,98,Futsal
v_Po6tK3rYE8E,131,Hanging wallpaper
v_wvewX55VADs,132,Tango
v_352jrqIWSFY,49,Doing a powerbomb
v_v_Vg4a8igc0,74,Bathing dog
v_FGAlwzRvAHg,133,Waxing skis
v_LG7p5JrgMfE,132,Tango
v_plZs-3GtoOo,54,Getting a haircut
v_DU36SNYN-rw,135,Disc dog
v_55bimE5eU9E,136,Snatch
v_8d8juWOKb0c,109,Doing fencing
v_Jz9ZxenBLa8,29,Riding bumper cars
v_o2mqzjWJJNw,34,Welding
v_unz00-r84NY,8,Hurling
v_IOoj4yWCoPg,93,Hand washing clothes
v_6gZuc4umTPk,139,Doing nails
v_gnVupEzu59g,140,Snowboarding
v_8P0N5psQrEI,141,Putting on shoes
v_qI_Bo0D6p7I,100,Hula hoop
v_qsTCTQo-wI8,17,Playing congas
v_UBtVJ-w9O28,41,Capoeira
v_NsYBZUTzgDw,142,Clipping cat claws
v_W0RYvQUUNe0,60,Windsurfing
v_w6ofRgXA0xc,30,Starting a campfire
v_w8lqIgJn09Y,111,Hammer throw
v_LMxfRVcBrD8,81,Preparing pasta
v_EwzkySgI6CQ,138,Getting a tattoo
v_mTtBz5d83C4,144,Snow tubing
v_wz_kM0oBW5g,145,Curling
v_VBY8feOQgy4,109,Doing fencing
v_bDkSq9T55RI,148,Decorating the Christmas tree
v_4zFiORtQrlA,149,Fixing bicycle
v_tuhHQ-lHIs4,4,Dodgeball
v_ql7I6qtyhBU,145,Curling
v_PpbBWqlsbxk,53,Rafting
v_P2H4fTMMHNE,150,Ironing clothes
v_drfE5oASHaU,25,Paintball
v_WJ4tCIdAgVo,151,Hitting a pinata
v__j5JUQzOCtc,136,Snatch
v_3Y46yorcd5Q,32,Surfing
v_MYzG-TsW8w8,0,Fun sliding down
v_-JqLjPz-07E,54,Getting a haircut
v_PziLzNjG2bI,152,High jump
v_j_ImkPKoA-U,154,Kayaking
v_xBtydVn3MVI,123,Shaving
v_p4RUPQAV0ro,57,Clean and jerk
v_HQdnIIRVqEk,68,Rollerblading
v_PyM_VG5KFa4,69,Playing drums
v_CrCtYGvG9Uw,54,Getting a haircut
v_IN8-B39kq_k,138,Getting a tattoo
v_OMGTFZ9csg0,133,Waxing skis
v_9g1omTdpoYs,56,Making a cake
v_UomiLRs--C8,34,Welding
v_cwhkG3LhZO8,155,Playing guitarra
v_dojDT4CtenU,115,Cricket
v_b8S0HFHh_p0,84,Bungee jumping
v_HdNOiIdGqvE,157,Washing hands
v_f7qFnCkFIuQ,158,Painting fence
v_dUa0E0ASviM,75,Tug of war
v_CLbEvGHmK8k,159,Doing step aerobics
v_07GFy_Z7Nuc,63,Using parallel bars
v_nyEcPLZQerc,80,Running a marathon
v_yfeKtTU0aOE,160,Using the rowing machine
v_NKNgAE07TIQ,85,Mixing drinks
v_l5xW6UZWwBs,99,Shuffleboard
v_XoCvj2IbVGE,150,Ironing clothes
v_xIU6DO35R_c,107,Polishing shoes
v_8oI4xGqkzSE,135,Disc dog
v_qi_6u0mMJQM,161,Installing carpet
v_9eqfQyr3J7k,144,Snow tubing
v_23-lat1nVJg,162,Knitting
v_Ffi7vDa3C2I,68,Rollerblading
v_dmiLuqRB09U,3,Getting a piercing
v_KGIDKn3t2Qk,85,Mixing drinks
v_WhEdTfs7U5E,55,Playing beach volleyball
v_0-F3q8Aj9Zk,152,High jump
v_9rW35YTKYq8,31,Playing violin
v_NwfosNrFnwk,165,Javelin throw
v_jwqotL-yNvE,105,Triple jump
v_cCYLiE1fiEo,141,Putting on shoes
v_ns8v94HCtlM,156,Grooming dog
v_r9AepFEEfsQ,166,Playing accordion
v_zW_8T8w7304,104,Mooping floor
v_poFH53rF9uY,8,Hurling
v_Ch_qHjUtOpE,101,Cheerleading
v_0acEl97ZBME,167,Smoking a cigarette
v_Uo9q4riquHM,96,Cutting the grass
v_-5h2E52tl4Q,168,Cleaning sink
v_-HaFSqzE4Nc,48,Smoking hookah
v_Hxb8D4W-G0I,106,Longboarding
v_a0hFDXB1RgY,154,Kayaking
v_8cKjwHtCGU0,23,Playing racquetball
v_PQ-qpoPeqM0,149,Fixing bicycle
v_0rDb-zfhH0E,153,Doing karate
v_SvM0twHYsus,150,Ironing clothes
v_qS7TStZg_5c,155,Playing guitarra
v_slUvIngXl4g,169,Sumo
v_YptHsVTHquc,100,Hula hoop
v_bV_X5E1-T50,167,Smoking a cigarette
v_3K62qZ2hGyw,170,Belly dance
v_jIKAVLlyXIQ,45,Chopping wood
v_6iuD3pSgBcw,69,Playing drums
v_l8TsSm4Yh4M,25,Paintball
v_1dFLeGRT0NQ,100,Hula hoop
v_wkJWeSw8FSE,30,Starting a campfire
v_mbmMY04yMUA,13,Washing dishes
v_J4vq7MLMAtY,117,Table soccer
v_JGStyHrlN2U,171,Playing polo
v_WaWkDf6b_j4,152,High jump
v_XuwqWdp-u2M,151,Hitting a pinata
v_WXQol1TisqE,134,Calf roping
v_cMeKc9mp9wI,171,Playing polo
v_7hRls13HJow,104,Mooping floor
v_R52e9UAE60k,47,Horseback riding
v_0FTaJwbFdZI,170,Belly dance
v_STgbw-zqZJM,15,Blowing leaves
v_2gc7pCOg-NE,67,Playing squash
v_UAgb3FEjBN8,108,Doing motocross
v_uOmCwWVJnLQ,177,Using uneven bars
v_ki2kGFwczMg,165,Javelin throw
v_MEbEcvzdytY,178,Elliptical trainer
v_hQ4xkr6VpnA,39,Braiding hair
v_30y8Uy0B_uk,94,Rock climbing
v_1Cdqwg7Giv4,86,Discus throw
v_7Lkcan0X5VA,163,Playing saxophone
v_r8RJSDKy9iA,179,Putting in contact lenses
v_zDPsJ3ECaTI,71,Zumba
v_YJ4ynq5Adg0,53,Rafting
v_qm1dudWLlUg,181,Drinking beer
v_F2Igw6lvqwk,141,Putting on shoes
v_wxoe1M2L4Qo,16,Scuba diving
v_eAOBdYKju70,47,Horseback riding
v_Bhz-WgJH8R0,175,Skiing
v_bkRQgwbP0WM,70,Playing rubik cube
v_bx5ZHOUG-nI,93,Hand washing clothes
v_e5e16U5hnzY,86,Discus throw
v_4rKTw99bM8g,154,Kayaking
v_kqVIHq94kgs,14,Polishing forniture
v_KptXzRFIvTw,148,Decorating the Christmas tree
v_axoyB4pypWY,135,Disc dog
v_a50gTER-FsQ,145,Curling
v_fGDVlbI90pw,182,Brushing hair
v_qcYRPEEitZU,143,Shaving legs
v_zpJ91CkCiyw,68,Rollerblading
v_ILgkiTHnGVI,121,Tai chi
v_wjD2BdbSb1o,158,Painting fence
v_KKrHX-pywBQ,106,Longboarding
v_y-HkIwa-jWM,21,Playing kickball
v_GuzLtwhxsxA,128,Canoeing
v_72F30o9V8v0,47,Horseback riding
v_M1_4oDuh2as,184,Cleaning windows
v_gtd2Ye-raxE,185,Using the pommel horse
v_b5E7-GxvCdk,96,Cutting the grass
v_xFqGY-y4OUg,113,Playing pool
v_lhnhGI-rrzM,106,Longboarding
v_HNIs8lFvKkA,73,Ping-pong
v_A6DBt7UgWEg,83,Playing badminton
v_9lX18LyTuAQ,31,Playing violin
v_ihMn28mft2s,186,Volleyball
v_QvM8SFUUvsw,70,Playing rubik cube
v_qRFZMO_mTGU,66,Playing field hockey
v_exzuzQLrv7g,109,Doing fencing
v_3HBAcaU552I,37,Gargling mouthwash
v_wOwWidUOaxc,169,Sumo
v_kMYZWwZXx3E,158,Painting fence
v_rFx-j3NhSgI,103,Baton twirling
v_BC1ZIeZvFXw,106,Longboarding
v_dfex2oZYqmU,98,Futsal
v_ikHGZpkhfNc,106,Longboarding
v_v1FHFQ1UZHw,131,Hanging wallpaper
v_6iA4RXGAR_k,132,Tango
v_YU0DjX7wvRA,142,Clipping cat claws
v_xfyoEDb6kVg,23,Playing racquetball
v_UO9bRJmfMzI,22,Removing ice from car
v_clUgEizjVkM,87,Playing ice hockey
v_cz20Wqx9d4Q,19,Arm wrestling
v_95L-8JtlwRU,65,Cleaning shoes
v_hJn5L1nrkL4,73,Ping-pong
v_aFpWNTroghs,126,Spread mulch
v_xAI1y9izXOM,19,Arm wrestling
v_hhN1647pP88,43,Plastering
v_tjuYS-6UC_M,151,Hitting a pinata
v_WY9zvUkK_4Y,39,Braiding hair
v_CUtkQIV2eto,188,Waterskiing
v_ZoKZTceDTLA,189,Laying tile
v_Sn8IRyUFNac,167,Smoking a cigarette
v_QJmoA3byOzo,90,Hand car wash
v_UD4RnQp5tPY,143,Shaving legs
v_mOVPZhGyUrs,73,Ping-pong
v_vOpFUVofoM4,77,Drinking coffee
v_-wFNUGYf298,64,Doing kickboxing
v_xeOHoiH-dmo,190,Fixing the roof
v_HtZ0bvriAvQ,78,Using the balance beam
v_3xmgPNrmUYM,136,Snatch
v_eaFvnf8IF-I,166,Playing accordion
v__ekWWP0dQZM,5,Ballet
v_YAbfhT3fhac,101,Cheerleading
v_9nh_6Hzg_aw,184,Cleaning windows
v_d8MgSp3oCoA,169,Sumo
v_mnS-nMZne3I,191,Springboard diving
v_x4qwV0Ti1Og,144,Snow tubing
v_AXDa8WmY2og,156,Grooming dog
v_5LveCNjz_zg,142,Clipping cat claws
v_F-jZv4hqYds,134,Calf roping
v_79LyHiS908U,17,Playing congas
v_p4YTDxTASBI,128,Canoeing
v_2uMG44uNDJ8,90,Hand car wash
v_TQepyWudKYQ,115,Cricket
v_SMhW9V-cJsQ,34,Welding
v_nr34x_-K5c0,154,Kayaking
v_8M_RipfsJI8,93,Hand washing clothes
v_LLLuBjEVHI8,125,Layup drill in basketball
v_1GXQLnTalcg,82,Brushing teeth
v_yNmV_c3rlLA,17,Playing congas
v_iL__89eDRzg,188,Waterskiing
v_pZzTMUJG9Rk,98,Futsal
v_h4m7bYDVLAc,151,Hitting a pinata
v_KEUJ7ulD-_A,20,BMX
v_xfThpRE6bLc,32,Surfing
v_Mk9n7isIyBs,103,Baton twirling
v_3xEonDbWxTM,131,Hanging wallpaper
v_loYCYGQpGRw,81,Preparing pasta
v_wZgSzWl5Hgg,75,Tug of war
v_FL9yhHtoc6c,71,Zumba
v_V1NtrnPz3sA,112,Shot put
v_r5oPTDuHhoE,66,Playing field hockey
v_KwY8nf4MqR4,174,Tennis serve with ball bouncing
v_Q43BuVI2r-s,161,Installing carpet
v_S2MHi_oC3Lg,139,Doing nails
v_CYj2ltxPNDo,63,Using parallel bars
v_NO5J7RjTTTo,117,Table soccer
v_modITAJlP_0,178,Elliptical trainer
v_H8K1E49607E,69,Playing drums
v_FeXBmKYV8HY,31,Playing violin
v_tRatWgaZ-a0,12,Playing water polo
v_vNyXwHA_k5A,69,Playing drums
v_UeH0TCDAbSU,150,Ironing clothes
v_4XavNhCs-Do,42,Slacklining
v_0vJfctL116Y,52,Preparing salad
v_EsYsshh2CyA,85,Mixing drinks
v_zSCZphJS2vA,111,Hammer throw
v_8yFimnZ8XhA,146,River tubing
v_u3nOmvgcs84,33,Making a sandwich
v_9DIDpTlfBWs,95,Making an omelette
v_CsCbJSnAhRs,38,Baking cookies
v_0gm_g4rYCic,53,Rafting
v_0A-p1Q0rseE,85,Mixing drinks
v_ZdwkA72VMKE,145,Curling
v_1qi8ZXUH_wY,92,Wrapping presents
v_YAWoigyJ9sA,77,Drinking coffee
v_dcclQadR-L0,171,Playing polo
v_4q7LmVSgIPk,149,Fixing bicycle
v_TssNxg5XJ-o,120,Ice fishing
v_gh5di42-RJo,69,Playing drums
v_fsSCNCY0iQY,147,Putting on makeup
v_2WzsyEvhPPI,92,Wrapping presents
v_yRup8RDsCzk,41,Capoeira
v_h-_dzZ3cCfc,79,Playing lacrosse
v_8381XS5ZDNs,116,Spinning
v_mzxz0EQy1pY,154,Kayaking
v_v7o9uSu9AVI,63,Using parallel bars
v_5Qav3tLfiZA,9,Kneeling
v__nup1BwPnXc,75,Tug of war
v_64oq7grVNVs,54,Getting a haircut
v_rhfoyYzp93Q,128,Canoeing
v_bzZMUbtgZho,32,Surfing
v_YuCMWTdK_DY,86,Discus throw
v_EML3BvJxknA,188,Waterskiing
v_SIX51vtOOek,96,Cutting the grass
v_yCAsVc5Tb_0,101,Cheerleading
v_QdmUojrWdmE,32,Surfing
v_sgwg1C3i-Vw,128,Canoeing
v_AdXXy6WTVi0,60,Windsurfing
v_QePg4GKh3rw,177,Using uneven bars
v_AV8q7nnOtq4,69,Playing drums
v_c6ie4KwFnAs,98,Futsal
v_Zzcj8Eea3Mc,178,Elliptical trainer
v__ENXbB6aaa4,106,Longboarding
v_PDEUAMa8aOU,54,Getting a haircut
v_hpU50i4WBK8,16,Scuba diving
v_oNN6NE8fq0U,166,Playing accordion
v_GBTpVjwLxe0,154,Kayaking
v_Mvw0hvMeM-w,20,BMX
v_Pyf_5Bffu5A,130,Beach soccer
v_uqzy1FAUpPM,105,Triple jump
v_TiiSh9R89vM,144,Snow tubing
v_88qqQjRPFUQ,0,Fun sliding down
v_arfBwR8qgPw,152,High jump
v_L6Uf3epn3zA,128,Canoeing
v_0xtS7g7vZLU,99,Shuffleboard
v_nuEK3POl9jA,57,Clean and jerk
v_66BGqvwHbUw,155,Playing guitarra
v_jaaWdcA_COY,100,Hula hoop
v_5JkN8t5k0jU,57,Clean and jerk
v_TlDkQ8SNG64,89,Camel ride
v_exPOJAoyG7Q,10,Tumbling
v_iEGYd3DJ3Wo,87,Playing ice hockey
v_faF9-lWmK3Y,93,Hand washing clothes
v_RNqJj9tt3F0,87,Playing ice hockey
v_PVAHm5MjHdw,103,Baton twirling
v_FGtoyNOi6gg,84,Bungee jumping
v_cRpzDPS6zeY,35,Cumbia
v_LXHc1X1pKEM,143,Shaving legs
v_VOGF4tBFEuw,96,Cutting the grass
v_KOFXi1RYx_g,171,Playing polo
v_JI5_cMwgnxI,58,Trimming branches or hedges
v_F_DHgp5hERs,160,Using the rowing machine
v_uA3dbKjT9rM,3,Getting a piercing
v_FCzT4Knfhqs,151,Hitting a pinata
v_WmPkqkqAxyc,96,Cutting the grass
v_tl3wQEusmj8,128,Canoeing
v_VeU_EBE-YPE,155,Playing guitarra
v_kdQfR6oqJ_M,171,Playing polo
v_7Ozl-ud1zTo,32,Surfing
v_nSR-JSqGoWQ,130,Beach soccer
v_ZlHaPkhGr_g,7,Playing harmonica
v_Cdmd9VB8tJI,74,Bathing dog
v_YmhbwAv0Xbc,144,Snow tubing
v_YIYZHQUOtnA,50,Playing ten pins
v_q2TF-3bWZuU,47,Horseback riding
v_3cmHM1Yu92s,178,Elliptical trainer
v_O9crPOB_9tE,32,Surfing
v_ucR3VztMyeE,124,Using the monkey bar
v_z6GHmDSskgY,159,Doing step aerobics
v_rScqKu8Mwhk,110,Vacuuming floor
v_b1RAYvxWawA,128,Canoeing
v_eQnwUWfah9w,98,Futsal
v_lM3uGxHWZBA,115,Cricket
v_KEU4Sj6x1p4,105,Triple jump
v_6d9z33GFEGo,81,Preparing pasta
v_O0nOzufJ_OM,86,Discus throw
v_NOXPH0_y4Ww,18,Making a lemonade
v_RoAtTRjWKEg,78,Using the balance beam
v_KpOSIph2hHw,146,River tubing
v_wohWWAB47KM,97,Wakeboarding
v_USaP2UCPBEc,59,Drum corps
v_8w9pf_Ecm_U,103,Baton twirling
v_G72bQBMZmzs,169,Sumo
v_PLvg8riZZVw,120,Ice fishing
v_NwfS7eZiMLg,26,Playing bagpipes
v_Hcoc9euI0tk,175,Skiing
v_oT42qP2zIXo,11,Sharpening knives
v_SXRSA62VbZg,138,Getting a tattoo
v_KoP6ZgL6fMY,164,Long jump
v_wsmMniNThlI,47,Horseback riding
v_JyjONoyBr4Q,135,Disc dog
v_dEUFGAwRhEM,128,Canoeing
v_dSOVaLk3ZmU,154,Kayaking
v_LChqFAESyCg,147,Putting on makeup
v_ZT63nK4lexg,63,Using parallel bars
v_JKFxKhCQPUs,185,Using the pommel horse
v_I7Sole68Gag,12,Playing water polo
v_JLipYEVwKTg,48,Smoking hookah
v_4mfnfTpcfck,59,Drum corps
v_v0mUPr68x2U,24,Swimming
v_Gl8HTsP7Jfk,79,Playing lacrosse
v_owLQzBg4olo,162,Knitting
v_Cx6oTdEq40w,94,Rock climbing
v_9GP266ETAuE,111,Hammer throw
v_LSCQ1yqocHg,157,Washing hands
v_w8rTULZCkzk,65,Cleaning shoes
v_BD_ON66t6rM,128,Canoeing
v_xH7qxBIz-tU,121,Tai chi
v_MOOeHWuuxlo,178,Elliptical trainer
v_XHQLkc06XIc,31,Playing violin
v_PgS2F7NxNBg,158,Painting fence
v_1_YFTTzzLrI,70,Playing rubik cube
v_kzeKQBi6Rhg,31,Playing violin
v_LTmYxVYBa90,89,Camel ride
v_6LOfAoP4Mg8,131,Hanging wallpaper
v_e0E2EVuhYu0,16,Scuba diving
v_pULb9WvZwU4,84,Bungee jumping
v_YJTz7mpI-mY,123,Shaving
v_mz2-lgoNz1M,138,Getting a tattoo
v_ZGSi-QAkf5A,115,Cricket
v_We0DJIKCBOw,57,Clean and jerk
v_6aHGUTy1iho,165,Javelin throw
v_vNzTWjEFr-Y,155,Playing guitarra
v_1oaJBEdY6ao,129,Mowing the lawn
v_nt9tMdFVQ1c,55,Playing beach volleyball
v_my4UPLGI6w4,15,Blowing leaves
v_vbLxVuLLPek,26,Playing bagpipes
v_zEdAxKm9SLA,58,Trimming branches or hedges
v_-SYV9IB-36s,147,Putting on makeup
v_VuEy38XdUgA,99,Shuffleboard
v_3ZUy7h-dN38,155,Playing guitarra
v_nh1GBPeyyMo,92,Wrapping presents
v_xfVx1-emCV8,145,Curling
v_xE5KichXWrA,111,Hammer throw
v_5yGj9JooT_Q,122,Archery
v_K4cNyYu2LLg,82,Brushing teeth
v_SBJWn8AjK-4,2,Swinging at the playground
v_eAFFf5cSX5c,35,Cumbia
v_ZpwXqrCxcGg,43,Plastering
v_R2izNBHhctM,142,Clipping cat claws
v_P1Ve5WrfTb8,4,Dodgeball
v__i_ERtwvcJE,1,Beer pong
v_QJm_B5Hx4DI,197,Applying sunscreen
v_RmuhtC-TCck,76,Breakdancing
v_xr0tV2KNqgI,196,Bullfighting
v_8ErMpNsK3_c,124,Using the monkey bar
v_b39hqdpOn7k,67,Playing squash
v_xootaiXcXZw,41,Capoeira
v_SY5WpDrtmEE,119,Playing flauta
v_LHe5cTzHB3o,64,Doing kickboxing
v_pf9u7M6vafU,162,Knitting
v__B2kFN9MfwU,197,Applying sunscreen
v_V4tqzi5uw9Y,96,Cutting the grass
v_61W153jXL3U,195,Washing face
v_t8_XO-nWaYg,70,Playing rubik cube
v_1MQkI4UafqE,10,Tumbling
v_Kq115s7yL3I,184,Cleaning windows
v_klqHoK_8ar8,158,Painting fence
v_7xLL5okHSIU,72,Raking leaves
v_zlXs92vjuSU,3,Getting a piercing
v_2eep4G5Tgho,96,Cutting the grass
v_qyssgQ2xq2M,139,Doing nails
v_28P5f3p_32g,11,Sharpening knives
v_DIF8qouivIU,109,Doing fencing
v_nhW0O7NC0GM,154,Kayaking
v_FRjVP5r9rqc,93,Hand washing clothes
v_QLACTCzs0R0,75,Tug of war
v_kJrHvEECvEA,167,Smoking a cigarette
v_7lNAmkaMyyg,22,Removing ice from car
v_1p_HYu0EZAk,13,Washing dishes
v_P0N68OQDhNs,164,Long jump
v_QZi1yBFRZzc,58,Trimming branches or hedges
v_VNROQWtYhlw,193,Having an ice cream
v_pAAGm-KEFW0,197,Applying sunscreen
v_en6lOb4wRUU,167,Smoking a cigarette
v_iBpyYbLv1WU,155,Playing guitarra
v_0-ReTddxkhg,37,Gargling mouthwash
v__I8sqYLhRKM,72,Raking leaves
v_mfK2jcMGe1Y,182,Brushing hair
v_BgsxbT9RCeg,5,Ballet
v_3I6LMFdA2lc,182,Brushing hair
v_40Sf-iICgzw,17,Playing congas
v_7rf06_5zNJk,170,Belly dance
v_5Z5DAI4Grb0,27,Painting
v_B2HIj_QWaG0,31,Playing violin
v_D_xht_r3n54,22,Removing ice from car
v_1v5HE_Nm99g,169,Sumo
v_oYmE833AO2w,43,Plastering
v_2LzWCwYtUzs,176,Peeling potatoes
v_0ERgbWePjWk,191,Springboard diving
v_Vq0-j_C-kZc,196,Bullfighting
v_5j6j4NJkUXA,185,Using the pommel horse
v_dcmfRooP6dg,27,Painting
v_pPsqB3tY7hk,99,Shuffleboard
v_XxyTLG8B-Ns,29,Riding bumper cars
v_RbbjYXAxaPI,170,Belly dance
v_insSTTMSC38,178,Elliptical trainer
v_lS_bztQjpGM,46,Removing curlers
v_N7ppHQNikv8,180,Building sandcastles
v_HYYQ56oZSDM,132,Tango
v_gRqvh21b8Hw,61,Plataform diving
v_JAZu9CWEVbQ,32,Surfing
